accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,urban_or_rural_area,weather_conditions,vehicle_type
BS0000603,2021-11-30 13:40:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000604,2021-12-11 18:45:00,Friday,Give way or uncontrolled,Slip road,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000605,2021-12-13 16:30:00,Sunday,Give way or uncontrolled,Roundabout,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Roundabout,30,Urban,Raining no high winds,Car
BS0000606,2021-12-05 22:20:00,Saturday,Auto traffic signal,Crossroads,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000607,2021-12-11 21:35:00,Friday,Auto traffic signal,Crossroads,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle 50cc and under
BS0000608,2021-12-04 19:40:00,Friday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000609,2021-12-09 10:00:00,Wednesday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000610,2021-12-10 22:15:00,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000611,2021-12-10 13:00:00,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000612,2021-12-12 22:25:00,Saturday,Give way or uncontrolled,Crossroads,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000613,2021-12-08 21:22:00,Tuesday,Give way or uncontrolled,Crossroads,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000614,2021-12-03 16:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000615,2021-12-14 16:20:00,Monday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Motorcycle over 500cc
BS0000616,2021-12-17 13:00:00,Thursday,Auto traffic signal,Crossroads,Fatal,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Other,Car
BS0000617,2021-12-16 14:26:00,Wednesday,Give way or uncontrolled,Crossroads,Fatal,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Snowing no high winds,Car
BS0000618,2021-12-17 18:26:00,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,Darkness - lights lit,Kensington and Chelsea,,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000619,2021-12-18 20:10:00,Friday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000620,2021-12-18 13:22:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000621,2021-12-19 15:20:00,Saturday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,3,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000622,2021-12-09 13:50:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000623,2021-12-17 21:30:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Snow,Single carriageway,30,Urban,Snowing no high winds,Car
BS0000624,2021-12-18 16:40:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Snowing no high winds,Motorcycle 125cc and under
BS0000625,2021-11-07 16:30:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000626,2021-12-15 08:56:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000627,2021-12-11 07:35:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000628,2021-12-16 09:35:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000629,2021-12-15 05:50:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000630,2021-12-06 16:10:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000631,2021-12-21 03:32:00,Monday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000632,2021-12-22 14:15:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000633,2021-12-20 22:50:00,Sunday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000634,2021-12-18 21:00:00,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Frost or ice,Dual carriageway,30,Urban,Fine + high winds,Car
BS0000635,2021-12-24 00:05:00,Thursday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000636,2021-12-28 15:05:00,Monday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000637,2021-12-13 11:05:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000638,2021-12-31 16:14:00,Thursday,Give way or uncontrolled,Private drive or entrance,Serious,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000639,2021-12-05 18:20:00,Saturday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000640,2021-01-17 04:11:00,Saturday,Auto traffic signal,More than 4 arms (not roundabout),Serious,Darkness - lights lit,Kensington and Chelsea,,2,1,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000641,2021-01-08 22:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000642,2021-01-31 14:34:00,Saturday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000643,2021-02-05 08:58:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000644,2021-12-31 08:40:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000645,2021-12-19 02:00:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000646,2021-12-30 22:30:00,Wednesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000647,2021-10-29 22:20:00,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000648,2021-01-08 17:55:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000649,2021-01-09 23:23:00,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,2,3,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000650,2021-01-12 19:15:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000651,2021-01-14 07:28:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000652,2021-01-14 10:12:00,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000653,2021-01-16 21:27:00,Friday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,1,City of London,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000654,2021-01-21 17:01:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000655,2021-01-23 08:10:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000656,2021-01-20 10:05:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000657,2021-01-22 07:05:00,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lighting unknown,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000658,2021-01-22 18:42:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000659,2021-01-23 17:40:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000660,2021-01-14 12:30:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000661,2021-01-26 09:35:00,Monday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000662,2021-01-27 10:37:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000663,2021-01-29 08:35:00,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000664,2021-01-30 14:15:00,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000665,2021-02-03 08:25:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,One way street,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000666,2021-02-06 05:06:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000667,2021-02-11 08:34:00,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000668,2021-02-13 14:50:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000669,2021-02-13 18:15:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000670,2021-02-16 12:33:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000671,2021-02-18 09:55:00,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000672,2021-02-18 07:26:00,Wednesday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,1,City of London,Dry,Roundabout,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000673,2021-02-21 03:41:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,City of London,,1,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000674,2021-01-30 08:55:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000675,2021-02-20 17:50:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000676,2021-02-20 23:56:00,Friday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000677,2021-02-22 15:17:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000678,2021-02-24 07:00:00,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000679,2021-02-20 14:20:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000680,2021-02-24 12:00:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,One way street,30,Urban,Raining no high winds,Car
BS0000681,2021-02-25 10:03:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000682,2021-02-24 09:01:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Other,Car
BS0000683,2021-02-26 18:28:00,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000684,2021-02-27 06:38:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000685,2021-02-05 14:00:00,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
