accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,time,urban_or_rural_area,weather_conditions,vehicle_type
BS0000637,,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Dual carriageway,30,11:05,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000638,,Thursday,Give way or uncontrolled,Private drive or entrance,Serious,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:14,Urban,Fine no high winds,Car
BS0000639,,Saturday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,18:20,Urban,Raining no high winds,Car
BS0000640,,Saturday,Auto traffic signal,More than 4 arms (not roundabout),Serious,Darkness - lights lit,Kensington and Chelsea,,2,1,Metropolitan Police,Wet or damp,Dual carriageway,30,4:11,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000641,,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
BS0000642,,Saturday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Dual carriageway,30,14:34,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000643,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,8:58,Urban,Fine no high winds,Car
BS0000644,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,8:40,Urban,Fine no high winds,Car
BS0000645,,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,2:00,Urban,Fine no high winds,Car
BS0000646,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
BS0000647,,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,22:20,Urban,Fine no high winds,Car
BS0000648,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,17:55,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000649,,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,2,3,City of London,Dry,Dual carriageway,30,23:23,Urban,Fine no high winds,Car
BS0000650,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,19:15,Urban,Fine no high winds,Car
BS0000651,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,7:28,Urban,Fine no high winds,Car
BS0000652,,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:12,Urban,Fine no high winds,Car
BS0000653,,Friday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,1,City of London,Dry,One way street,30,21:27,Urban,Fine no high winds,Car
BS0000654,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,1,City of London,Dry,Single carriageway,30,17:01,Urban,Fine no high winds,Car
BS0000655,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,8:10,Urban,Fine no high winds,Car
BS0000656,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,One way street,30,10:05,Urban,Fine no high winds,Car
BS0000657,,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lighting unknown,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,7:05,Urban,Raining no high winds,Car
BS0000658,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,18:42,Urban,Fine no high winds,Motorcycle over 500cc
BS0000659,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,17:40,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000660,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,12:30,Urban,Fine no high winds,Car
BS0000661,,Monday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,9:35,Urban,Fine no high winds,Car
BS0000662,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:37,Urban,Fine no high winds,Car
BS0000663,,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:35,Urban,Fine no high winds,Car
BS0000664,,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Car
BS0000665,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,One way street,30,8:25,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000666,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,5:06,Urban,Fine no high winds,Car
BS0000667,,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Taxi/Private hire car
BS0000668,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,Car
BS0000669,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Car
BS0000670,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,12:33,Urban,Fine no high winds,Car
BS0000671,,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,9:55,Urban,Fine no high winds,Car
BS0000672,,Wednesday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,1,City of London,Dry,Roundabout,30,7:26,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000673,,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,City of London,,1,1,City of London,Dry,Dual carriageway,30,3:41,Urban,Fine no high winds,Car
BS0000674,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,One way street,30,8:55,Urban,Fine no high winds,Car
BS0000675,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Motorcycle over 500cc
BS0000676,,Friday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,23:56,Urban,Fine no high winds,Motorcycle over 500cc
BS0000677,,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,15:17,Urban,Fine no high winds,Car
BS0000678,,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,7:00,Urban,Fine no high winds,Motorcycle over 500cc
BS0000679,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Motorcycle over 500cc
BS0000680,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,One way street,30,12:00,Urban,Raining no high winds,Car
BS0000681,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:03,Urban,Fine no high winds,Car
BS0000682,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,9:01,Urban,Other,Car
BS0000683,,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,18:28,Urban,Raining no high winds,Car
BS0000684,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,6:38,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000685,,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
BS0000686,,Sunday,Auto traffic signal,Roundabout,Slight,Darkness - lights lit,City of London,,2,2,City of London,Dry,Roundabout,30,3:12,Urban,Fine no high winds,Car
BS0000687,,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,13:23,Urban,Fine no high winds,Car
BS0000688,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,9:20,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000689,,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,19:38,Urban,Fine no high winds,Car
BS0000690,,Tuesday,Auto traffic signal,Crossroads,Serious,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,14:20,Urban,Raining no high winds,Car
BS0000691,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,15:01,Urban,Fine no high winds,Car
BS0000692,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,12:45,Urban,Fine no high winds,Car
BS0000693,,Tuesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,20:50,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000694,,Monday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,18:27,Urban,Fine no high winds,Car
BS0000695,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,11:55,Urban,Fine no high winds,Car
BS0000696,,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,12:07,Urban,Fine no high winds,Car
BS0000697,,Wednesday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
BS0000698,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,One way street,30,19:25,Urban,Fine no high winds,Other vehicle
BS0000699,,Monday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,7:50,Urban,Fine no high winds,Car
BS0000700,,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
BS0000701,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,16:30,Urban,Raining no high winds,Car
BS0000702,,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
BS0000703,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,One way street,30,9:30,Urban,Fine no high winds,Car
BS0000704,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,1:35,Urban,Fine no high winds,Car
BS0000705,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,5:08,Urban,Fine no high winds,Car
BS0000706,,Monday,Give way or uncontrolled,Roundabout,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Roundabout,30,16:22,Urban,Fine no high winds,Car
BS0000707,,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,11:19,Urban,Fine no high winds,Car
BS0000708,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Tower Hamlets,,1,2,Metropolitan Police,Dry,Single carriageway,30,15:05,Urban,Fine no high winds,Car
BS0000709,,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
BS0000710,,Friday,Give way or uncontrolled,Roundabout,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Roundabout,30,22:30,Urban,Fine no high winds,Car
BS0000711,,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,7:57,Urban,Fine no high winds,Car
BS0000712,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car
BS0000713,,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Dual carriageway,30,23:28,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000714,,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,11:14,Urban,Fine no high winds,Car
BS0000715,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,13:05,Urban,Fine no high winds,Car
BS0000716,,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Car
BS0000717,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,7:35,Urban,Fine no high winds,Car
BS0000718,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,17:45,Urban,Fine no high winds,Car
BS0000719,,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
BS0000720,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,2,2,City of London,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Motorcycle over 500cc
BS0000721,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,11:15,Urban,Fine no high winds,Car
BS0000722,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car
BS0000723,,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000724,,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,20:15,Urban,Fine no high winds,Car
BS0000725,,Friday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,5:30,Urban,Fine no high winds,Car
BS0000726,,Tuesday,Auto traffic signal,Crossroads,Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
BS0000727,,Monday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,2,2,City of London,Wet or damp,Single carriageway,30,9:54,Urban,Raining no high winds,Car
BS0000728,,Tuesday,Auto traffic signal,Roundabout,Fatal,Daylight,City of London,,1,2,City of London,Dry,Roundabout,30,8:26,Urban,Fine no high winds,Car
